keyword,title,price,raw_price,old_price,extracted_old_price,rating,reviews,platform,position,delivery,link,thumbnail,brand,price_range,visibility_score,discount_percentage
men running shoes,Sony men running shoes Model 458,7058.0,,,,3.1,516,Reliance Digital,,2 Days,,,Unknown,Premium,,
power bank fast charging,Dell power bank fast charging Model 451,,,,,3.4,3942,Croma,,2 Days,,,Dell,Unknown,,
microwave oven convection,Sony microwave oven convection Model 143,27040.0,,,,3.5,3942,Reliance Digital,,5 Days,,,Unknown,Luxury,,
power bank fast charging,LG power bank fast charging Model 902,36998.0,,,,5.0,2677,Reliance Digital,,Free Delivery,,,LG,Luxury,,
office chair ergonomic,HP office chair ergonomic Model 168,20097.0,,,,3.5,2880,Croma,,2 Days,,,HP,Luxury,,
power bank fast charging,Dell power bank fast charging Model 817,8299.0,,,,3.7,,Flipkart,,5 Days,,,Dell,Premium,,
microwave oven convection,Samsung microwave oven convection Model 436,38648.0,,,,4.2,2095,Croma,,2 Days,,,Samsung,Luxury,,
air fryer India,LG air fryer India Model 921,16964.0,,,,2.7,4354,Reliance Digital,,2 Days,,,LG,Premium,,
air fryer India,LG air fryer India Model 351,,,,,4.1,3041,Amazon,,2 Days,,,LG,Unknown,,
men running shoes,Sony men running shoes Model 584,,,,,4.1,411,Croma,,5 Days,,,Unknown,Unknown,,
microwave oven convection,Nike microwave oven convection Model 675,2014.0,,,,3.7,1428,Reliance Digital,,5 Days,,,Nike,Mid-Range,,
air fryer India,Dell air fryer India Model 399,3266.0,,,,3.2,3596,Amazon,,Free Delivery,,,Dell,Mid-Range,,
office chair ergonomic,Puma office chair ergonomic Model 305,15697.0,,,,3.7,1940,Flipkart,,2 Days,,,Puma,Premium,,
air fryer India,Sony air fryer India Model 459,,,,,,3674,Reliance Digital,,5 Days,,,Unknown,Unknown,,
microwave oven convection,Sony microwave oven convection Model 852,4773.0,,,,4.5,3005,Croma,,2 Days,,,Unknown,Mid-Range,,
microwave oven convection,Sony microwave oven convection Model 440,4334.0,,,,2.5,2041,Flipkart,,5 Days,,,Unknown,Mid-Range,,
air fryer India,Nike air fryer India Model 186,21352.0,,,,3.3,2849,Croma,,5 Days,,,Nike,Luxury,,
men running shoes,Dell men running shoes Model 200,31794.0,,,,4.0,354,Amazon,,2 Days,,,Dell,Luxury,,
power bank fast charging,HP power bank fast charging Model 577,38962.0,,,,2.9,99,Croma,,2 Days,,,HP,Luxury,,
power bank fast charging,Dell power bank fast charging Model 966,28133.0,,,,4.4,2950,Flipkart,,Free Delivery,,,Dell,Luxury,,
office chair ergonomic,Philips office chair ergonomic Model 470,37042.0,,,,4.9,4107,Flipkart,,2 Days,,,Philips,Luxury,,
power bank fast charging,Philips power bank fast charging Model 136,114690.0,,,,3.4,2456,Reliance Digital,,Free Delivery,,,Philips,Luxury,,
men running shoes,Boat men running shoes Model 839,2510.0,,,,2.5,3356,Croma,,2 Days,,,Boat,Mid-Range,,
power bank fast charging,Samsung power bank fast charging Model 918,41601.0,,,,2.9,2072,Croma,,2 Days,,,Samsung,Luxury,,
microwave oven convection,Dell microwave oven convection Model 663,5712.0,,,,4.2,1139,Amazon,,5 Days,,,Dell,Premium,,
air fryer India,Nike air fryer India Model 610,39140.0,,,,2.9,3032,Amazon,,Free Delivery,,,Nike,Luxury,,
men running shoes,Nike men running shoes Model 799,5743.0,,,,3.8,1695,Flipkart,,5 Days,,,Nike,Premium,,
office chair ergonomic,Boat office chair ergonomic Model 649,,,,,4.4,4972,Reliance Digital,,5 Days,,,Boat,Unknown,,
men running shoes,Sony men running shoes Model 547,2086.0,,,,4.6,2882,Croma,,2 Days,,,Unknown,Mid-Range,,
air fryer India,Samsung air fryer India Model 355,43541.0,,,,3.3,2088,Amazon,,5 Days,,,Samsung,Luxury,,
office chair ergonomic,Nike office chair ergonomic Model 983,2556.0,,,,3.3,951,Flipkart,,Free Delivery,,,Nike,Mid-Range,,
office chair ergonomic,Sony office chair ergonomic Model 422,40011.0,,,,3.9,108,Reliance Digital,,Free Delivery,,,Unknown,Luxury,,
office chair ergonomic,LG office chair ergonomic Model 829,48584.0,,,,3.1,1055,Reliance Digital,,2 Days,,,LG,Luxury,,
power bank fast charging,HP power bank fast charging Model 549,35974.0,,,,4.0,3831,Amazon,,5 Days,,,HP,Luxury,,
men running shoes,Philips men running shoes Model 919,3772.0,,,,,1377,Croma,,2 Days,,,Philips,Mid-Range,,
air fryer India,Sony air fryer India Model 331,12621.0,,,,3.0,2262,Flipkart,,Free Delivery,,,Unknown,Premium,,
power bank fast charging,LG power bank fast charging Model 220,39474.0,,,,3.1,1988,Reliance Digital,,Free Delivery,,,LG,Luxury,,
office chair ergonomic,Sony office chair ergonomic Model 327,,,,,4.2,1332,Amazon,,5 Days,,,Unknown,Unknown,,
men running shoes,Samsung men running shoes Model 785,7514.0,,,,3.1,4026,Reliance Digital,,5 Days,,,Samsung,Premium,,
men running shoes,Samsung men running shoes Model 174,47927.0,,,,2.7,3938,Amazon,,Free Delivery,,,Samsung,Luxury,,
air fryer India,Philips air fryer India Model 978,,,,,5.0,843,Amazon,,5 Days,,,Philips,Unknown,,
men running shoes,Samsung men running shoes Model 658,33900.0,,,,4.0,458,Reliance Digital,,5 Days,,,Samsung,Luxury,,
men running shoes,Sony men running shoes Model 587,44061.0,,,,,,Amazon,,2 Days,,,Unknown,Luxury,,
microwave oven convection,HP microwave oven convection Model 299,19916.0,,,,4.6,281,Reliance Digital,,5 Days,,,HP,Premium,,
office chair ergonomic,Boat office chair ergonomic Model 117,42880.0,,,,2.6,3811,Flipkart,,Free Delivery,,,Boat,Luxury,,
microwave oven convection,Nike microwave oven convection Model 418,3327.0,,,,4.4,1863,Flipkart,,Free Delivery,,,Nike,Mid-Range,,
microwave oven convection,Samsung microwave oven convection Model 738,48929.0,,,,3.5,2114,Croma,,2 Days,,,Samsung,Luxury,,
microwave oven convection,Sony microwave oven convection Model 316,,,,,4.8,760,Amazon,,2 Days,,,Unknown,Unknown,,
men running shoes,Samsung men running shoes Model 250,18528.0,,,,4.4,4222,Amazon,,2 Days,,,Samsung,Premium,,
microwave oven convection,Sony microwave oven convection Model 574,,,,,2.8,2634,Amazon,,2 Days,,,Unknown,Unknown,,
power bank fast charging,HP power bank fast charging Model 312,34695.0,,,,3.4,3977,Reliance Digital,,Free Delivery,,,HP,Luxury,,
men running shoes,Puma men running shoes Model 761,23220.0,,,,4.5,3713,Flipkart,,5 Days,,,Puma,Luxury,,
air fryer India,Sony air fryer India Model 395,18860.0,,,,2.6,2188,Flipkart,,2 Days,,,Unknown,Premium,,
men running shoes,Sony men running shoes Model 654,37225.0,,,,4.9,1798,Croma,,Free Delivery,,,Unknown,Luxury,,
microwave oven convection,Philips microwave oven convection Model 322,38800.0,,,,4.2,3643,Croma,,Free Delivery,,,Philips,Luxury,,
office chair ergonomic,Sony office chair ergonomic Model 215,395720.0,,,,3.3,3512,Reliance Digital,,5 Days,,,Unknown,Luxury,,
office chair ergonomic,Nike office chair ergonomic Model 650,20379.0,,,,4.0,1776,Croma,,5 Days,,,Nike,Luxury,,
air fryer India,Philips air fryer India Model 933,,,,,4.7,4077,Flipkart,,Free Delivery,,,Philips,Unknown,,
office chair ergonomic,Boat office chair ergonomic Model 869,45800.0,,,,4.5,2207,Reliance Digital,,5 Days,,,Boat,Luxury,,
men running shoes,Sony men running shoes Model 120,46739.0,,,,4.6,3913,Amazon,,2 Days,,,Unknown,Luxury,,
microwave oven convection,Boat microwave oven convection Model 324,38021.0,,,,3.8,3188,Croma,,2 Days,,,Boat,Luxury,,
microwave oven convection,LG microwave oven convection Model 315,3378.0,,,,,1762,Reliance Digital,,2 Days,,,LG,Mid-Range,,
microwave oven convection,Sony microwave oven convection Model 895,,,,,4.5,4979,Croma,,2 Days,,,Unknown,Unknown,,
microwave oven convection,Nike microwave oven convection Model 828,29703.0,,,,2.6,3912,Croma,,2 Days,,,Nike,Luxury,,
air fryer India,Samsung air fryer India Model 610,,,,,3.9,2771,Croma,,Free Delivery,,,Samsung,Unknown,,
power bank fast charging,HP power bank fast charging Model 527,30519.0,,,,4.9,4510,Reliance Digital,,2 Days,,,HP,Luxury,,
power bank fast charging,Sony power bank fast charging Model 610,36000.0,,,,,3800,Amazon,,2 Days,,,Unknown,Luxury,,
air fryer India,Dell air fryer India Model 578,36341.0,,,,4.8,883,Flipkart,,Free Delivery,,,Dell,Luxury,,
microwave oven convection,Boat microwave oven convection Model 347,17219.0,,,,4.9,4143,Reliance Digital,,5 Days,,,Boat,Premium,,
men running shoes,Nike men running shoes Model 219,34253.0,,,,,841,Flipkart,,5 Days,,,Nike,Luxury,,
microwave oven convection,Nike microwave oven convection Model 250,39513.0,,,,3.4,4537,Reliance Digital,,5 Days,,,Nike,Luxury,,
air fryer India,Dell air fryer India Model 491,25496.0,,,,3.4,2200,Reliance Digital,,2 Days,,,Dell,Luxury,,
men running shoes,Philips men running shoes Model 426,27021.0,,,,3.8,2209,Amazon,,5 Days,,,Philips,Luxury,,
office chair ergonomic,HP office chair ergonomic Model 267,46662.0,,,,3.0,359,Reliance Digital,,2 Days,,,HP,Luxury,,
office chair ergonomic,Dell office chair ergonomic Model 173,18061.0,,,,4.3,4758,Flipkart,,Free Delivery,,,Dell,Premium,,
office chair ergonomic,Samsung office chair ergonomic Model 351,37724.0,,,,2.6,3723,Reliance Digital,,5 Days,,,Samsung,Luxury,,
power bank fast charging,Dell power bank fast charging Model 614,44089.0,,,,,200,Flipkart,,Free Delivery,,,Dell,Luxury,,
office chair ergonomic,Nike office chair ergonomic Model 977,41365.0,,,,3.8,1093,Croma,,Free Delivery,,,Nike,Luxury,,
microwave oven convection,LG microwave oven convection Model 911,15783.0,,,,3.8,2230,Amazon,,5 Days,,,LG,Premium,,
microwave oven convection,HP microwave oven convection Model 190,36826.0,,,,2.5,320,Amazon,,5 Days,,,HP,Luxury,,
men running shoes,Sony men running shoes Model 605,,,,,2.9,418,Croma,,2 Days,,,Unknown,Unknown,,
power bank fast charging,Philips power bank fast charging Model 994,36273.0,,,,3.6,1514,Reliance Digital,,5 Days,,,Philips,Luxury,,
office chair ergonomic,Samsung office chair ergonomic Model 796,7217.0,,,,4.3,4830,Reliance Digital,,2 Days,,,Samsung,Premium,,
men running shoes,Samsung men running shoes Model 565,33380.0,,,,2.6,2274,Reliance Digital,,5 Days,,,Samsung,Luxury,,
power bank fast charging,Philips power bank fast charging Model 567,42951.0,,,,4.2,2692,Reliance Digital,,5 Days,,,Philips,Luxury,,
office chair ergonomic,Nike office chair ergonomic Model 620,23961.0,,,,3.7,913,Reliance Digital,,Free Delivery,,,Nike,Luxury,,
office chair ergonomic,Sony office chair ergonomic Model 822,,,,,4.1,4670,Amazon,,Free Delivery,,,Unknown,Unknown,,
power bank fast charging,Philips power bank fast charging Model 275,49516.0,,,,4.7,571,Croma,,Free Delivery,,,Philips,Luxury,,
office chair ergonomic,Boat office chair ergonomic Model 912,13315.0,,,,2.7,3479,Amazon,,2 Days,,,Boat,Premium,,
men running shoes,HP men running shoes Model 889,46591.0,,,,5.0,4088,Flipkart,,5 Days,,,HP,Luxury,,
microwave oven convection,Philips microwave oven convection Model 811,265610.0,,,,4.3,4360,Croma,,2 Days,,,Philips,Luxury,,
air fryer India,Philips air fryer India Model 811,24354.0,,,,2.7,3500,Reliance Digital,,2 Days,,,Philips,Luxury,,
microwave oven convection,Puma microwave oven convection Model 599,25806.0,,,,4.3,2331,Flipkart,,Free Delivery,,,Puma,Luxury,,
air fryer India,HP air fryer India Model 506,5202.0,,,,3.6,2195,Croma,,2 Days,,,HP,Premium,,
microwave oven convection,Samsung microwave oven convection Model 571,10268.0,,,,4.7,3228,Flipkart,,2 Days,,,Samsung,Premium,,
air fryer India,HP air fryer India Model 838,47909.0,,,,4.6,2214,Amazon,,5 Days,,,HP,Luxury,,
air fryer India,Sony air fryer India Model 333,,,,,3.3,609,Croma,,Free Delivery,,,Unknown,Unknown,,
air fryer India,Puma air fryer India Model 766,5958.0,,,,3.4,494,Flipkart,,2 Days,,,Puma,Premium,,
men running shoes,Dell men running shoes Model 874,10730.0,,,,2.5,1422,Reliance Digital,,2 Days,,,Dell,Premium,,
men running shoes,Philips men running shoes Model 202,14611.0,,,,2.7,4839,Croma,,Free Delivery,,,Philips,Premium,,
power bank fast charging,Boat power bank fast charging Model 718,32604.0,,,,3.8,2491,Croma,,Free Delivery,,,Boat,Luxury,,
men running shoes,Philips men running shoes Model 793,9884.0,,,,3.1,1285,Croma,,Free Delivery,,,Philips,Premium,,
microwave oven convection,Nike microwave oven convection Model 519,,,,,4.7,3824,Flipkart,,2 Days,,,Nike,Unknown,,
office chair ergonomic,Dell office chair ergonomic Model 304,19464.0,,,,,1826,Amazon,,5 Days,,,Dell,Premium,,
microwave oven convection,Boat microwave oven convection Model 657,37648.0,,,,3.6,249,Croma,,2 Days,,,Boat,Luxury,,
office chair ergonomic,Samsung office chair ergonomic Model 705,42565.0,,,,,1017,Amazon,,Free Delivery,,,Samsung,Luxury,,
power bank fast charging,LG power bank fast charging Model 718,39901.0,,,,3.2,2296,Reliance Digital,,5 Days,,,LG,Luxury,,
power bank fast charging,Dell power bank fast charging Model 936,45006.0,,,,4.1,3694,Flipkart,,5 Days,,,Dell,Luxury,,
microwave oven convection,Boat microwave oven convection Model 652,,,,,4.0,1801,Amazon,,Free Delivery,,,Boat,Unknown,,
microwave oven convection,Puma microwave oven convection Model 435,13475.0,,,,4.5,1862,Amazon,,Free Delivery,,,Puma,Premium,,
power bank fast charging,HP power bank fast charging Model 544,2627.0,,,,4.7,512,Amazon,,Free Delivery,,,HP,Mid-Range,,
office chair ergonomic,Boat office chair ergonomic Model 509,7810.0,,,,2.9,3143,Croma,,2 Days,,,Boat,Premium,,
air fryer India,HP air fryer India Model 624,,,,,4.3,1573,Flipkart,,2 Days,,,HP,Unknown,,
power bank fast charging,Nike power bank fast charging Model 863,39057.0,,,,4.1,1310,Reliance Digital,,5 Days,,,Nike,Luxury,,
air fryer India,Samsung air fryer India Model 438,,,,,4.6,1497,Flipkart,,Free Delivery,,,Samsung,Unknown,,
microwave oven convection,Nike microwave oven convection Model 798,13302.0,,,,3.0,4736,Croma,,Free Delivery,,,Nike,Premium,,
office chair ergonomic,LG office chair ergonomic Model 482,27778.0,,,,3.7,1253,Flipkart,,2 Days,,,LG,Luxury,,
men running shoes,Dell men running shoes Model 980,26143.0,,,,4.3,3563,Amazon,,Free Delivery,,,Dell,Luxury,,
men running shoes,Samsung men running shoes Model 804,37654.0,,,,2.9,4091,Reliance Digital,,5 Days,,,Samsung,Luxury,,
power bank fast charging,LG power bank fast charging Model 629,17478.0,,,,3.8,835,Reliance Digital,,2 Days,,,LG,Premium,,
power bank fast charging,Philips power bank fast charging Model 367,,,,,3.1,587,Flipkart,,5 Days,,,Philips,Unknown,,
air fryer India,Puma air fryer India Model 888,32658.0,,,,3.4,3151,Reliance Digital,,Free Delivery,,,Puma,Luxury,,
power bank fast charging,Sony power bank fast charging Model 453,33355.0,,,,3.6,1888,Amazon,,5 Days,,,Unknown,Luxury,,
air fryer India,Sony air fryer India Model 957,39483.0,,,,3.6,3781,Flipkart,,2 Days,,,Unknown,Luxury,,
air fryer India,Dell air fryer India Model 753,6992.0,,,,4.4,1002,Flipkart,,2 Days,,,Dell,Premium,,
office chair ergonomic,Sony office chair ergonomic Model 657,41830.0,,,,3.5,660,Reliance Digital,,2 Days,,,Unknown,Luxury,,
microwave oven convection,Sony microwave oven convection Model 482,7782.0,,,,3.3,2054,Croma,,2 Days,,,Unknown,Premium,,
office chair ergonomic,Philips office chair ergonomic Model 288,,,,,3.6,4383,Reliance Digital,,5 Days,,,Philips,Unknown,,
office chair ergonomic,Philips office chair ergonomic Model 414,12081.0,,,,3.2,1965,Amazon,,Free Delivery,,,Philips,Premium,,
men running shoes,Sony men running shoes Model 620,27675.0,,,,2.8,2671,Flipkart,,2 Days,,,Unknown,Luxury,,
air fryer India,HP air fryer India Model 412,,,,,4.5,1293,Croma,,5 Days,,,HP,Unknown,,
air fryer India,Samsung air fryer India Model 295,,,,,,,Reliance Digital,,2 Days,,,Samsung,Unknown,,
men running shoes,LG men running shoes Model 675,8539.0,,,,2.8,1189,Reliance Digital,,2 Days,,,LG,Premium,,
office chair ergonomic,Nike office chair ergonomic Model 559,,,,,3.7,3147,Reliance Digital,,2 Days,,,Nike,Unknown,,
air fryer India,Puma air fryer India Model 882,,,,,,4009,Flipkart,,Free Delivery,,,Puma,Unknown,,
office chair ergonomic,Nike office chair ergonomic Model 213,38033.0,,,,3.0,2660,Croma,,Free Delivery,,,Nike,Luxury,,
microwave oven convection,HP microwave oven convection Model 317,36440.0,,,,3.3,3468,Reliance Digital,,Free Delivery,,,HP,Luxury,,
office chair ergonomic,HP office chair ergonomic Model 478,,,,,3.5,89,Croma,,5 Days,,,HP,Unknown,,
office chair ergonomic,Nike office chair ergonomic Model 206,7079.0,,,,3.8,3238,Amazon,,Free Delivery,,,Nike,Premium,,
office chair ergonomic,LG office chair ergonomic Model 859,44020.0,,,,3.4,4622,Reliance Digital,,Free Delivery,,,LG,Luxury,,
power bank fast charging,HP power bank fast charging Model 880,48374.0,,,,,2179,Reliance Digital,,2 Days,,,HP,Luxury,,
office chair ergonomic,Nike office chair ergonomic Model 716,6599.0,,,,4.4,1617,Flipkart,,Free Delivery,,,Nike,Premium,,
men running shoes,Nike men running shoes Model 830,14871.0,,,,4.6,187,Amazon,,2 Days,,,Nike,Premium,,
office chair ergonomic,Boat office chair ergonomic Model 688,2783.0,,,,3.1,1997,Reliance Digital,,5 Days,,,Boat,Mid-Range,,
power bank fast charging,Philips power bank fast charging Model 262,20128.0,,,,4.6,1331,Reliance Digital,,2 Days,,,Philips,Luxury,,
power bank fast charging,Boat power bank fast charging Model 942,42017.0,,,,3.2,4463,Reliance Digital,,Free Delivery,,,Boat,Luxury,,
air fryer India,Dell air fryer India Model 679,41000.0,,,,3.0,4008,Flipkart,,Free Delivery,,,Dell,Luxury,,
power bank fast charging,Samsung power bank fast charging Model 221,,,,,2.7,4394,Croma,,5 Days,,,Samsung,Unknown,,
office chair ergonomic,Philips office chair ergonomic Model 808,,,,,5.0,3347,Amazon,,2 Days,,,Philips,Unknown,,
air fryer India,Sony air fryer India Model 449,37450.0,,,,2.6,4046,Reliance Digital,,Free Delivery,,,Unknown,Luxury,,
air fryer India,Samsung air fryer India Model 811,8748.0,,,,3.9,,Amazon,,2 Days,,,Samsung,Premium,,
microwave oven convection,Boat microwave oven convection Model 555,40310.0,,,,3.7,,Croma,,5 Days,,,Boat,Luxury,,
men running shoes,Samsung men running shoes Model 152,,,,,4.5,4319,Flipkart,,2 Days,,,Samsung,Unknown,,
power bank fast charging,Sony power bank fast charging Model 485,14257.0,,,,3.3,4586,Flipkart,,5 Days,,,Unknown,Premium,,
office chair ergonomic,Boat office chair ergonomic Model 957,30490.0,,,,2.9,4951,Flipkart,,5 Days,,,Boat,Luxury,,
power bank fast charging,Philips power bank fast charging Model 713,33479.0,,,,3.5,1868,Croma,,5 Days,,,Philips,Luxury,,
power bank fast charging,Samsung power bank fast charging Model 126,,,,,4.7,3626,Reliance Digital,,Free Delivery,,,Samsung,Unknown,,
air fryer India,Philips air fryer India Model 632,,,,,3.1,741,Amazon,,2 Days,,,Philips,Unknown,,
men running shoes,Philips men running shoes Model 197,16859.0,,,,2.9,3991,Amazon,,5 Days,,,Philips,Premium,,
men running shoes,Boat men running shoes Model 599,38659.0,,,,4.1,3508,Flipkart,,5 Days,,,Boat,Luxury,,
men running shoes,HP men running shoes Model 842,36141.0,,,,4.4,523,Croma,,2 Days,,,HP,Luxury,,
office chair ergonomic,Dell office chair ergonomic Model 675,39908.0,,,,,1019,Amazon,,2 Days,,,Dell,Luxury,,
